X,Y,OBJECTID,Name_e,Nom_f,Noms_Alt_Names,Description,min_scale_echelle,max_scale_echelle,CONCISCODE
-131.998588113996,52.6736844862334,932543,Blue Heron Bay,Blue Heron Bay,,,,,
-131.807100420213,52.747786411763,932544,Crescent Inlet,Crescent Inlet,,,,,
-131.137757187612,52.3092239976328,932545,Awaya Point,Awaya Point,,,,,
-131.7616321974,52.6997166174824,932546,Amur Point,Amur Point,,,,,
-131.611343293235,52.7327902380963,932547,Stansung Islets,Stansung Islets,,,,,
-131.499981600668,52.5127762512254,932548,Moresby Island,Moresby Island,,,,,
-131.20183910701,52.6268522918988,932549,Hecate Strait,Hecate Strait,,,,,
-131.50400966761,52.4177491501456,932550,Queen Charlotte Mountains,Queen Charlotte Mountains,,,,,
-131.326080269102,52.194570471363,932551,Anvil Cove,Anvil Cove,,,,,
-131.220287350481,52.1762244855556,932552,Cadman Point,Cadman Point,,,,,
-131.041825510773,52.1218541080292,932553,Heater Harbour,Heater Harbour,,,,,
-131.363800487926,52.2354300669576,932554,Flamingo Inlet,Flamingo Inlet,,,,,
-131.472747978671,52.4558333544358,932555,Matheson Inlet,Matheson Inlet,,,,,
-131.940933230055,52.7339792940387,932556,Botany Inlet,Botany Inlet,,,,,
-130.95092169558,52.1079090194442,932557,Gull Point,Gull Point,,,,,
-131.267525208497,52.3259752803682,932558,Bolkus Islands,Bolkus Islands,,,,,
-131.645772611905,52.4974222316267,932559,Queen Charlotte Mountains,Queen Charlotte Mountains,,,,,
-131.128984646966,52.1953441970374,932560,Kendrick Point,Kendrick Point,,,,,
-131.693597260011,52.6194622260358,932561,Jeremiah Point,Jeremiah Point,,,,,
-131.104159231273,52.1600966002874,932562,Quadra Rocks,Quadra Rocks,,,,,
-131.602715319797,52.5336608374202,932563,Sivart Rock,Sivart Rock,,,,,
-131.88991781076,52.6976717007343,932564,Apex Mountain,Apex Mountain,,,,,
-131.137774089508,52.315052697634,932565,Ikeda Point,Ikeda Point,,,,,
-131.803582711323,52.7269244120613,932566,Klunkwoi Rocks,Klunkwoi Rocks,,,,,
-131.045961123515,52.1560682076705,932567,Houston Stewart Channel,Houston Stewart Channel,,,,,
-130.516357668844,54.3194892963025,932568,Dawes Point,Dawes Point,,,,,
-130.879562601892,54.2928960459621,932569,Triple Islands,Triple Islands,,,,,
-130.857678397746,54.2888472489218,932570,Osborne Islands,Osborne Islands,,,,,
-130.853837696993,54.2897917494093,932571,Tree Nob Group,Tree Nob Group,,,,,
-130.87977690453,54.2977273459997,932572,Triple Islands,Triple Islands,,,,,
-130.508892274701,54.339664497109,932573,Chapman Point,Chapman Point,,,,,
-130.526281467337,54.3151636948121,932574,Dawes Rocks,Dawes Rocks,,,,,
-131.990050906936,53.20002168936,932575,Oliver Point,Oliver Point,,,,,
-131.99499280987,53.2064264886421,932576,Alliford Bay,Alliford Bay,,,,,
-131.992006712896,53.2167244893552,932577,Kwuna Point,Kwuna Point,,,,,
-131.977270907273,53.2032982911727,932578,Alliford Bay,Alliford Bay,,,,,
-118.379701524427,52.6597264328601,932579,Goodair Peak,Goodair Peak,,,,,Mountain//Mont
-118.354011717371,52.6515405344637,932580,Scarp Glacier,Scarp Glacier,,,,,Glacier//Glacier
-118.367651740152,52.7118933366232,932581,Turret Mountain,Turret Mountain,,,,,Mountain//Mont
-118.410268433325,52.6660925289515,932582,Gateway Peak,Gateway Peak,,,,,Mountain//Mont
-118.395809033527,52.6734508307365,932583,Portcullis Peak,Portcullis Peak,,,,,Mountain//Mont
-118.346124979945,52.5421059306663,932584,The Cube Ridge,The Cube Ridge,,,,,Mountain//Mont
-118.310418713786,52.6666678413135,932585,Bennington Glacier,Bennington Glacier,,,,,Glacier//Glacier
-118.386448624431,52.6504517312079,932586,Minotaur Peak,Minotaur Peak,,,,,Mountain//Mont
-118.352816346259,52.7396139391616,932587,Vista Pass,Vista Pass,,,,,Valley//Vallée
-118.356346411798,52.6333560340551,932588,Scarp Mountain,Scarp Mountain,,,,,Mountain//Mont
-118.357940011963,52.6333925337513,932589,Scarp Mountain,Scarp Mountain,,,,,Mountain//Mont
-118.362090230474,52.687222735671,932590,Postern Mountain,Postern Mountain,,,,,Mountain//Mont
-118.299411881356,52.5717132377423,932591,Blackrock Mountain,Blackrock Mountain,,,,,Mountain//Mont
-118.41438005235,52.7199720305664,932592,Barbican Peak,Barbican Peak,,,,,Mountain//Mont
-118.352886701424,52.6024311330367,932593,Reunion Peak,Reunion Peak,,,,,Mountain//Mont
-118.302833662613,52.5150000346933,932594,Fraser Pass,Fraser Pass,,,,,Valley//Vallée
-118.338963224047,52.6783128384107,932595,Casemate Mountain,Casemate Mountain,,,,,Mountain//Mont
-118.387123725178,52.6559987308188,932596,Gateway Glacier,Gateway Glacier,,,,,Glacier//Glacier
-118.390541845908,52.7162553332057,932597,The Ramparts,The Ramparts,,,,,Mountain//Mont
-118.296177817248,52.6853424436297,932598,Dungeon Peak,Dungeon Peak,,,,,Mountain//Mont
-118.330760315688,52.6589159375579,932599,Casemate Glacier,Casemate Glacier,,,,,Glacier//Glacier
-118.390885145845,52.7139608339659,932600,Mount Geikie,Mount Geikie,,,,,Mountain//Mont
-118.41940622195,52.6258793257212,932601,Mount Robson Park,Mount Robson Park,,,,,Conservation area//Zone de préservation
-118.377642019694,52.6425188314209,932602,Rufus Peak,Rufus Peak,,,,,Mountain//Mont
-118.652239989593,52.995413715199,932603,Miette Pass,Miette Pass,,,,,Valley//Vallée
-118.562113241464,52.9009672208641,932604,Tête Roche,Tête Roche,,,,,Mountain//Mont
-118.624395946808,52.8818999130641,932605,Bingley Peak,Bingley Peak,,,,,Mountain//Mont
-118.553947725382,52.8604198199135,932606,Lucerne,Lucerne,,,,,Unincorporated area//Lieu non organisé
-118.673545651057,52.8689261057925,932607,Fitzwilliam,Fitzwilliam,,,,,Unincorporated area//Lieu non organisé
-118.655818475853,52.9498895117841,932608,Caledonia Mountain,Caledonia Mountain,,,,,Mountain//Mont
-118.601750440824,52.878086414796,932609,Yellowhead Mountain,Yellowhead Mountain,,,,,Mountain//Mont
-118.445478475791,52.7702573297152,932610,Vista Glacier,Vista Glacier,,,,,Glacier//Glacier
-118.425082688265,52.8250174347292,932611,Holloway Rock,Holloway Rock,,,,,Mountain//Mont
-118.444745692398,52.8223221325913,932612,Bucephalus Peak,Bucephalus Peak,,,,,Mountain//Mont
-118.434657370091,52.760740030355,932613,Rocky Mountains,Montagnes Rocheuses,,,,,Mountain//Mont
-118.448364997543,52.8364876321891,932614,Rocky Mountains,Montagnes Rocheuses,,,,,Mountain//Mont
-118.456831996956,52.8305334314977,932615,Mount Fitzwilliam,Mount Fitzwilliam,,,,,Mountain//Mont
-118.473781520691,52.8910314323243,932616,Yellowhead,Yellowhead,,,,,Unincorporated area//Lieu non organisé
-118.452646013186,52.8833689338871,932617,Portal Lake,Portal Lake,,,,,Lake//Lac
-118.451153874532,52.7648189283886,932618,Glacis Ridge,Glacis Ridge,,,,,Mountain//Mont
-118.430277387758,52.8159757334958,932619,Frontier Peak,Frontier Peak,,,,,Mountain//Mont
-118.86729717101,53.1102578930981,932620,Mount Robson Provincial Park,Mount Robson Provincial Park,,,,,Conservation area//Zone de préservation
-118.995565209337,53.1502779791318,932621,Steppe Glacier,Steppe Glacier,,,,,Glacier//Glacier
-118.657463398544,53.013770215068,932622,Centre Pass,Centre Pass,,,,,Valley//Vallée
-118.904664665666,53.0751699869534,932623,Arctomys Valley,Arctomys Valley,,,,,Valley//Vallée
-118.888886971382,53.0998093894511,932624,Trio Mountain,Trio Mountain,,,,,Mountain//Mont
-118.867360670989,53.1132887930033,932625,Continental Ranges,Continental Ranges,,,,,Toponymic feature type as defined in the Canadian Geographical Names Data Base//Catégorie non fournie par la Base de données toponymiques du Canada
-118.898562462722,53.0670210867883,932626,Arctomys Cave,Arctomys Cave,,,,,Cave//Caverne
-118.752603513382,53.0070547022407,932627,Mount McNaughton,Mount McNaughton,,,,,Mountain//Mont
-118.981985402975,53.1381032803728,932628,Reef Icefield,Reef Icefield,,,,,Glacier//Glacier
-118.806263448695,53.0817042992737,932629,The Colonel,The Colonel,,,,,Mountain//Mont
-118.867279971531,53.1122207930708,932630,Rocky Mountains,Montagnes Rocheuses,,,,,Mountain//Mont
-119.142006925781,53.1153714598513,932631,The Helmet,The Helmet,,,,,Mountain//Mont
-119.007304519371,53.1710976787971,932632,Mount Robson Park,Mount Robson Park,,,,,Conservation area//Zone de préservation
-119.008520537789,53.2256164808812,932633,Mount Robson Park,Mount Robson Park,,,,,Conservation area//Zone de préservation
-119.203191842203,53.1303526519454,932634,Valley of a Thousand Falls,Valley of a Thousand Falls,,,,,Valley//Vallée
-119.095467317211,53.1191520655677,932635,Extinguisher Tower,Extinguisher Tower,,,,,Mountain//Mont
-119.156120126079,53.1104426578136,932636,Mount Robson,Mount Robson,,,,,Mountain//Mont
-119.267028156359,53.1369140453527,932637,Whitehorn Mountain,Whitehorn Mountain,,,,,Mountain//Mont
-119.012561603557,53.1238074757945,932638,Reef Glaciers,Reef Glaciers,,,,,Glacier//Glacier
-119.050849917892,53.1444739721615,932639,Snowbird Pass,Snowbird Pass,,,,,Valley//Vallée
-119.080028628607,53.1594397690918,932640,Tatei Ridge,Tatei Ridge,,,,,Mountain//Mont
-119.126355231358,53.1438479621898,932641,Rearguard Mountain,Rearguard Mountain,,,,,Mountain//Mont
-119.011847416541,53.1598583769839,932642,Steppe Glacier,Steppe Glacier,,,,,Glacier//Glacier
-119.135238727227,53.1241767606927,932643,Mount Waffl,Mount Waffl,,,,,Mountain//Mont
-119.100692125108,53.1386260652702,932644,Robson Glacier,Robson Glacier,,,,,Glacier//Glacier
-119.14674573134,53.1309522594139,932645,Berg Glacier,Berg Glacier,,,,,Glacier//Glacier
-119.131937919945,53.1049755605701,932646,Robson Cirque,Robson Cirque,,,,,Valley//Vallée
-119.045780698135,53.0909537700442,932647,Resplendent Valley,Resplendent Valley,,,,,Valley//Vallée
-119.43322214623,53.3049393316929,932648,Continental Ranges,Continental Ranges,,,,,Toponymic feature type as defined in the Canadian Geographical Names Data Base//Catégorie non fournie par la Base de données toponymiques du Canada
-119.321754708378,53.2559015433583,932649,Mount Robson Park,Mount Robson Park,,,,,Conservation area//Zone de préservation
-119.433175445589,53.3037509312431,932650,Rocky Mountains,Montagnes Rocheuses,,,,,Mountain//Mont
-118.083315485115,52.4167063533066,932651,Hooker Icefield,Hooker Icefield,,Glacier,,,Glacier//Glacier
-118.583349056064,52.8833396784059,932652,Yellowhead Mountain,Yellowhead Mountain,,Mountain,,,Mountain//Mont
-118.566682393355,52.8833396804997,932653,Tête Roche,Tête Roche,,Mountain,,,Mountain//Mont
-118.299182307467,52.6905618826897,932654,Redoubt Peak,Redoubt Peak,,Mountain,,,Mountain//Mont
-118.583626838116,52.8847285651647,932655,Lucerne Peak,Lucerne Peak,,Mountain,,,Mountain//Mont
-118.355848906738,52.6333396258648,932656,Scarp Mountain,Scarp Mountain,,Mountain,,,Mountain//Mont
-118.654460174267,53.0133396472571,932657,Centre Pass,Centre Pass,,Valley,,,Valley//Vallée
-118.7555714447,53.0477840605183,932658,Grant Pass,Grant Pass,,Valley,,,Valley//Vallée
-119.067238110101,53.1558395838347,932659,Tatei Ridge,Tatei Ridge,,Mountain,,,Mountain//Mont
-117.705571003254,52.3613952966002,932660,Fortress Pass,Fortress Pass,,Valley,,,Valley//Vallée
-118.294737796399,52.6675063675961,932661,Parapet Peak,Parapet Peak,,Mountain,,,Mountain//Mont
-117.72279323392,52.3900064204445,932662,Fortress Mountain,Fortress Mountain,,Mountain,,,Mountain//Mont
-118.966682632351,53.3166729863292,932663,Snake Indian Pass,Snake Indian Pass,,Valley,,,Valley//Vallée
-117.513348634059,52.1650064015749,932664,King Edward Glacier,King Edward Glacier,,Glacier,,,Glacier//Glacier
-117.689737543173,52.2316731028992,932665,Chaba Glacier,Chaba Glacier,,Glacier,,,Glacier//Glacier
-117.815015344493,52.2358397372041,932666,Younghusband Ridge,Younghusband Ridge,,Mountain,,,Mountain//Mont
-117.407515290222,52.238339772813,932667,Stutfield Peak,Stutfield Peak,,Mountain,,,Mountain//Mont
-117.108348515795,52.2441731102436,932668,Nigel Pass,Nigel Pass,,Valley,,,Valley//Vallée
-117.515015319057,52.2538953106847,932669,Habel Creek,Habel Creek,,River,,,River//Cours d'eau
-117.298626396024,52.2644509194875,932670,Kitchener Creek,Kitchener Creek,,River,,,River//Cours d'eau
-117.393070934839,52.2688953280263,932671,Mount Cromwell,Mount Cromwell,,Mountain,,,Mountain//Mont
-117.333315304126,52.3000064427372,932672,Woolley Creek,Woolley Creek,,River,,,River//Cours d'eau
-117.450015350173,52.3363953003552,932673,Mount GEC,Mount GEC,,Mountain,,,Mountain//Mont
-117.469459785878,52.3461175460442,932674,Mount Nelson,Mount Nelson,,Mountain,,,Mountain//Mont
-117.520570961727,52.3527841757228,932675,Mount Palmer,Mount Palmer,,Mountain,,,Mountain//Mont
-117.107793084326,52.3583398302156,932676,Flat Ridge,Flat Ridge,,Mountain,,,Mountain//Mont
-117.420293136354,52.4002841832653,932677,McGuire Valley,McGuire Valley,,Valley,,,Valley//Vallée
-117.513348709852,52.4055620059553,932678,Mitchell Group,Mitchell Group,,Mountain,,,Mountain//Mont
-117.537793204658,52.4225064353632,932679,Mount Morden Long,Mount Morden Long,,Mountain,,,Mountain//Mont
-117.659459842574,52.484173096787,932680,Dragon Creek,Dragon Creek,,River,,,River//Cours d'eau
-117.053070941401,52.4969509620379,932681,North Isaac Creek,North Isaac Creek,,River,,,River//Cours d'eau
-117.052793080954,52.4969509624043,932682,South Isaac Creek,South Isaac Creek,,River,,,River//Cours d'eau
-117.99029329046,52.5008397117596,932683,Divergence Peak,Divergence Peak,,Mountain,,,Mountain//Mont
-117.432793194003,52.5083397447159,932684,Replica Peak,Replica Peak,,Mountain,,,Mountain//Mont
-117.822515479157,52.5172286175257,932685,Brussels Peak,Brussels Peak,,Mountain,,,Mountain//Mont
-117.099459729449,52.5277842601538,932686,Poacher Basin,Poacher Basin,,Valley,,,Valley//Vallée
-117.810848788221,52.5311175213435,932687,Mount Christie,Mount Christie,,Mountain,,,Mountain//Mont
-117.645293264837,52.5322286416753,932688,Sunwapta Falls,Sunwapta Falls,,Falls,,,Falls//Chute
-117.650015447492,52.5500064177086,932689,Buck Lake,Buck Lake,,Lake,,,Lake//Lac
-117.72973769858,52.5669508352483,932690,Ranger Creek,Ranger Creek,,River,,,River//Cours d'eau
-117.949459947789,52.5727841934897,932691,Geraldine Lakes,Geraldine Lakes,,Lake,,,Lake//Lac
-117.389182077886,52.5794508976084,932692,Monkhead,Monkhead,,Mountain,,,Mountain//Mont
-117.427815425939,52.6153064445104,932693,Mount Paul,Mount Paul,,Mountain,,,Mountain//Mont
-117.653904360823,52.62250643582,932694,Trapper Pass,Trapper Pass,,Valley,,,Valley//Vallée
-117.826682245628,52.6486174698483,932695,Mount Kerkeslin,Mount Kerkeslin,,Mountain,,,Mountain//Mont
-116.958626453346,52.6511176457158,932696,Cairn River,Cairn River,,River,,,River//Cours d'eau
-117.03612645929,52.658339824825,932697,Dean Pass,Dean Pass,,Valley,,,Valley//Vallée
-117.745015507031,52.6630619353926,932698,Evelyn Lakes,Evelyn Lakes,,Lake,,,Lake//Lac
-117.865293344006,52.6980619846943,932699,Horseshoe Lake,Horseshoe Lake,,Lake,,,Lake//Lac
-117.824459974442,52.7047286202956,932700,Mount Hardisty,Mount Hardisty,,Mountain,,,Mountain//Mont
-116.814459718793,52.7213954035582,932701,Southesk River,Southesk River,,River,,,River//Cours d'eau
-117.791126655189,52.7288953284678,932702,Snowshoe Pass,Snowshoe Pass,,Valley,,,Valley//Vallée
-117.668626619988,52.7300064438514,932703,Lorraine Lake,Lorraine Lake,,Lake,,,Lake//Lac
-117.772237731484,52.7361175195248,932704,Little Snowbowl,Little Snowbowl,,Valley,,,Valley//Vallée
-117.583071107001,52.7552841846941,932705,Opal Lake,Opal Lake,,Lake,,,Lake//Lac
-117.299543454086,52.7603675034088,932706,Mount Balinhard,Mount Balinhard,,Mountain,,,Mountain//Mont
-117.271404310551,52.7633398193807,932707,Mount Meda,Mount Meda,,Mountain,,,Mountain//Mont
-117.107237578143,52.7738954215814,932708,Ruby Mountain,Ruby Mountain,,Mountain,,,Mountain//Mont
-117.366682182122,52.7758398189087,932709,Balinhard Creek,Balinhard Creek,,River,,,River//Cours d'eau
-117.962237811838,52.7808397187835,932710,Wabasso Lake,Wabasso Lake,,Lake,,,Lake//Lac
-117.185571007089,52.7819509245741,932711,Mount La Grace,Mount La Grace,,Mountain,,,Mountain//Mont
-117.624459959659,52.7947286644297,932712,Surprise Lake,Surprise Lake,,Lake,,,Lake//Lac
-117.998071215018,52.8125063790976,932713,Fifth Lake,Fifth Lake,,Lake,,,Lake//Lac
-118.016682312919,52.8166730265194,932714,Valley of Five Lakes,Valley of Five Lakes,,Valley,,,Valley//Vallée
-117.888071218697,52.8458397144975,932715,Excelsior Mountain,Excelsior Mountain,,Mountain,,,Mountain//Mont
-117.373626611922,52.8600064520292,932716,Mount Lindsay,Mount Lindsay,,Mountain,,,Mountain//Mont
-117.397515468876,52.8691731555911,932717,Deception Mountain,Deception Mountain,,Mountain,,,Mountain//Mont
-117.781682305877,52.881395347749,932718,Medicine Lake Slabs,Medicine Lake Slabs,,Mountain,,,Mountain//Mont
-117.421404412158,52.9047286784194,932719,Climax Mountain,Climax Mountain,,Mountain,,,Mountain//Mont
-117.811682336429,52.9266730472155,932720,Sirdar Mountain,Sirdar Mountain,,Mountain,,,Mountain//Mont
-117.742237750975,52.9369508615687,932721,Osborne Creek,Osborne Creek,,River,,,River//Cours d'eau
-117.890015622849,52.9419064065315,932722,Mount Dromore,Mount Dromore,,Mountain,,,Mountain//Mont
-117.943348907467,52.9447286561123,932723,Roche Bonhomme,Roche Bonhomme,,Mountain,,,Mountain//Mont
-117.988015679399,53.0019783931235,932724,Mount Colin,Mount Colin,,Mountain,,,Mountain//Mont
-117.66279321602,52.4180620046184,932725,Chaba River,Chaba River,,River,,,River//Cours d'eau
-117.936404486723,52.9027841871871,932726,Two Valley Creek,Two Valley Creek,,River,,,River//Cours d'eau
-118.029460069918,52.9536174871948,932727,Hoodoo Creek,Hoodoo Creek,,River,,,River//Cours d'eau
-117.558348592866,52.2330620054228,932728,Warwick Mountain,Warwick Mountain,,Mountain,,,Mountain//Mont
-117.42529307634,52.2972286785237,932729,Mount Woolley,Mount Woolley,,Mountain,,,Mountain//Mont
-117.325293105212,52.3219508581036,932730,Beauty Creek,Beauty Creek,,River,,,River//Cours d'eau
-117.574737593944,52.3297286490015,932731,Quincy Creek,Quincy Creek,,River,,,River//Cours d'eau
-117.216681993618,52.3666731048625,932732,Jonas Shoulder,Jonas Shoulder,,Mountain,,,Mountain//Mont
-117.451959713415,52.3744508962349,932733,Mount McGuire,Mount McGuire,,Mountain,,,Mountain//Mont
-117.168904220756,52.3852842054849,932734,Poboktan Pass,Poboktan Pass,,Valley,,,Valley//Vallée
-117.022215286896,52.448306486829,932735,Mount Aztec,Mount Aztec,,Mountain,,,Mountain//Mont
-117.104459716197,52.4722286942708,932736,Chocolate Mountain,Chocolate Mountain,,Mountain,,,Mountain//Mont
-117.528348698273,52.6108397682236,932737,Mount Unwin,Mount Unwin,,Mountain,,,Mountain//Mont
-116.942237552856,52.6133398266287,932738,Mount Dalhousie,Mount Dalhousie,,Mountain,,,Mountain//Mont
-117.153071007712,52.7627842809297,932739,Mount McBeath,Mount McBeath,,Mountain,,,Mountain//Mont
-117.951404473398,52.8483396977937,932740,Tekarra Lake,Tekarra Lake,,Lake,,,Lake//Lac
-117.749737793778,52.9294509014019,932741,Jacques Lake,Jacques Lake,,Lake,,,Lake//Lac
-117.897793425103,52.9661175196133,932742,Colin Ridge,Colin Ridge,,Mountain,,,Mountain//Mont
-117.87168237888,53.0030619372419,932743,Merlin Ridge,Merlin Ridge,,Mountain,,,Mountain//Mont
-117.9102933065,52.5500063801083,932744,Mount Fryatt,Mount Fryatt,,Mountain,,,Mountain//Mont
-117.759737805036,52.8575064175856,932745,Medicine Lake,Medicine Lake,,Lake,,,Lake//Lac
-117.677793270498,52.5561174822244,932746,Honeymoon Lake,Honeymoon Lake,,Lake,,,Lake//Lac
-117.47668203398,52.2872286374032,932747,Mount Alberta,Mount Alberta,,Mountain,,,Mountain//Mont
-117.483626533245,52.5811175442262,932748,Llysfran Peak,Llysfran Peak,,Mountain,,,Mountain//Mont
-118.172215660535,52.8931063703497,932749,Jasper,Jasper,,Other municipal/district area - major agglomeration,,,Other municipal/district area - major agglomeration//Autre zone municipale / de district - agglomération majeure
-117.350848808362,52.910839770719,932750,Cheviot Mountain,Cheviot Mountain,,Mountain,,,Mountain//Mont
-117.502515427568,52.6447286467588,932751,Samson Narrows,Samson Narrows,,Channel,,,Channel//Chenal
-117.480570923122,52.3658397495516,932752,Gong Glacier,Gong Glacier,,Glacier,,,Glacier//Glacier
-117.139459768398,52.6672287314011,932753,Mount Southesk,Mount Southesk,,Mountain,,,Mountain//Mont
-117.904737747181,52.6938952457295,932754,Leach Lake,Leach Lake,,Lake,,,Lake//Lac
-117.585570973417,52.3875064495868,932755,Gong Lake,Gong Lake,,Lake,,,Lake//Lac
-117.884737770438,52.7147286376391,932756,Hardisty Creek,Hardisty Creek,,River,,,River//Cours d'eau
-117.06307085861,52.4047287311556,932757,John-John Creek,John-John Creek,,River,,,River//Cours d'eau
-117.954737751854,52.7352841587992,932758,Whirlpool River,Whirlpool River,,River,,,River//Cours d'eau
-117.316126438459,52.4175064099534,932759,Waterfall Peaks,Waterfall Peaks,,Mountain,,,Mountain//Mont
-117.404459722999,52.4175064002607,932760,Jonas Creek,Jonas Creek,,River,,,River//Cours d'eau
-117.594459904365,52.7527842127952,932761,Opal Peak,Opal Peak,,Mountain,,,Mountain//Mont
-117.448626508971,52.4452841852149,932762,Poboktan Creek,Poboktan Creek,,River,,,River//Cours d'eau
-117.685293301707,52.7694508415784,932763,Evelyn Creek,Evelyn Creek,,River,,,River//Cours d'eau
-117.830293382711,52.771117486644,932764,Big Shovel Pass,Big Shovel Pass,,Valley,,,Valley//Vallée
-117.016681976612,52.4666731781816,932765,Mount Olympus,Mount Olympus,,Mountain,,,Mountain//Mont
-117.698348797811,52.7933397676483,932766,Jeffery Creek,Jeffery Creek,,River,,,River//Cours d'eau
-117.840848890771,52.7958397373619,932767,Watchtower Lake,Watchtower Lake,,Lake,,,Lake//Lac
-117.655848654198,52.1850063552719,932768,Wales Peak,Wales Peak,,Mountain,,,Mountain//Mont
-117.732793117081,52.1880619744941,932769,Eden Peak,Eden Peak,,Mountain,,,Mountain//Mont
-117.210015417822,52.812506474779,932770,Mount Toma,Mount Toma,,Mountain,,,Mountain//Mont
-117.012515349022,52.5072286901901,932771,Sawtooth Mountain,Sawtooth Mountain,,Mountain,,,Mountain//Mont
-117.922793316675,52.5113953025094,932772,Mount Belanger,Mount Belanger,,Mountain,,,Mountain//Mont
-117.316682214776,52.8447286842303,932773,Mount Cardinal,Mount Cardinal,,Mountain,,,Mountain//Mont
-117.484737622104,52.5183397683359,932774,Elusive Pass,Elusive Pass,,Valley,,,Valley//Vallée
-117.864737649907,52.5219508088584,932775,Fryatt Lake,Fryatt Lake,,Lake,,,Lake//Lac
-117.281681968381,52.3000064587621,932776,Tangle Ridge,Tangle Ridge,,Mountain,,,Mountain//Mont
-117.375848725991,52.5633397912458,932777,Mount Warren,Mount Warren,,Mountain,,,Mountain//Mont
-117.144563936475,52.7071561761528,932778,Cairn Lakes,Cairn Lakes,,Lake,,,Lake//Lac
-117.579459727594,52.1297286328884,932779,Omega Peak,Omega Peak,,Mountain,,,Mountain//Mont
-117.400015311748,52.2833064343789,932780,Woolley Shoulder,Woolley Shoulder,,Mountain,,,Mountain//Mont
-117.664860307969,52.4712346922757,932781,Dragon Lake,Dragon Lake,,Lake,,,Lake//Lac
-117.554459817044,52.5366730778426,932782,Endless Chain Ridge,Endless Chain Ridge,,Mountain,,,Mountain//Mont
-117.198904309209,52.6427842489337,932783,Southesk Lake,Southesk Lake,,Lake,,,Lake//Lac
-117.330015495804,52.8988953880485,932784,Tripoli Mountain,Tripoli Mountain,,Mountain,,,Mountain//Mont
-117.982515683412,53.1408397145741,932785,Rocky River,Rocky River,,River,,,River//Cours d'eau
-117.030848489861,52.2205620515464,932786,Cataract Pass,Cataract Pass,,Valley,,,Valley//Vallée
-117.519459714895,52.156395330948,932787,Mount King Edward,Mount King Edward,,Mountain,,,Mountain//Mont
-117.064181920991,52.2847287003771,932788,Four Point Creek,Four Point Creek,,River,,,River//Cours d'eau
-117.940015528723,52.5144508404478,932789,Mount Lapensée,Mount Lapensée,,Mountain,,,Mountain//Mont
-117.60890436698,52.690561967006,932790,Trapper Creek,Trapper Creek,,River,,,River//Cours d'eau
-117.93001564548,52.9455619865047,932791,Grisette Mountain,Grisette Mountain,,Mountain,,,Mountain//Mont
-117.916682321614,53.016673052798,932792,Jacques Range,Jacques Range,,Mountain,,,Mountain//Mont
-117.478904198434,52.1566731174435,932793,Manitoba Glacier,Manitoba Glacier,,Glacier,,,Glacier//Glacier
-117.201681923566,52.1805619952182,932794,Mount Athabasca,Mount Athabasca,,Mountain,,,Mountain//Mont
-117.198626322331,52.2483398221066,932795,Wilcox Lake,Wilcox Lake,,Lake,,,Lake//Lac
-117.171126414816,52.335561999221,932796,Jonas Pass,Jonas Pass,,Valley,,,Valley//Vallée
-117.399737601999,52.6516731453854,932797,Maligne Mountain,Maligne Mountain,,Mountain,,,Mountain//Mont
-117.143348733097,52.7197287008461,932798,Southesk Cairn,Southesk Cairn,,Mountain,,,Mountain//Mont
-117.600015539923,52.750006433719,932799,Opal Hills,Opal Hills,,Mountain,,,Mountain//Mont
-117.403904396845,52.8375064899833,932800,Medicine Tent River,Medicine Tent River,,River,,,River//Cours d'eau
-117.750015336354,52.2166730918439,932801,Chaba Icefield,Chaba Icefield,,Glacier,,,Glacier//Glacier
-117.915848798391,52.4466730149689,932802,Lick Peak,Lick Peak,,Mountain,,,Mountain//Mont
-117.333348569273,52.1666730754309,932803,Columbia Icefield,Columbia Icefield,,Glacier,,,Glacier//Glacier
-118.046682198592,52.4175063223689,932804,Mount Ermatinger,Mount Ermatinger,,Mountain,,,Mountain//Mont
-117.441682234272,52.8675064866292,932805,Blackface Creek,Blackface Creek,,River,,,River//Cours d'eau
-117.406126392453,52.1747286629906,932806,Columbia Glacier,Columbia Glacier,,Glacier,,,Glacier//Glacier
-117.283626369052,52.2091731102183,932807,Dome Glacier,Dome Glacier,,Glacier,,,Glacier//Glacier
-117.617793169884,52.3258397811063,932808,Blackfriars Peak,Blackfriars Peak,,Mountain,,,Mountain//Mont
-117.449459721224,52.3588953411315,932809,Winston Churchill Range,Winston Churchill Range,,Mountain,,,Mountain//Mont
-117.366682080876,52.4672286883987,932810,Poligne Creek,Poligne Creek,,River,,,River//Cours d'eau
-117.349182106568,52.5377842021243,932811,Valad Peak,Valad Peak,,Mountain,,,Mountain//Mont
-116.965848605504,52.5533398050748,932812,Mount Isaac,Mount Isaac,,Mountain,,,Mountain//Mont
-117.821404394349,52.5969508351103,932813,Lick Creek,Lick Creek,,River,,,River//Cours d'eau
-117.558615480809,52.7119064360944,932814,Leah Peak,Leah Peak,,Mountain,,,Mountain//Mont
-117.076404323163,52.7611176322982,932815,Thistle Mountain,Thistle Mountain,,Mountain,,,Mountain//Mont
-117.176126546565,52.8191731983892,932816,Mount Russell,Mount Russell,,Mountain,,,Mountain//Mont
-117.950015625539,52.9666730658528,932817,Colin Range,Colin Range,,Mountain,,,Mountain//Mont
